date,year,month,region,type,avg_price,price_category,total_sold,small_av,large_av,xlarge_av,total_bags,small_bags,large_bags,xlarge_bags
2017-05-21,2017,May,Atlanta,organic,1.38,Medium,21858,1307,7475,0,13076,1011,12065,0
2017-05-14,2017,May,Atlanta,organic,1.46,Medium,15467,988,7008,0,7471,240,7231,0
2017-05-07,2017,May,Atlanta,organic,1.37,Medium,18230,340,7980,0,9910,239,9671,0
2017-04-30,2017,April,Atlanta,organic,1.59,Medium,15042,1488,7557,0,5997,194,5803,0
2017-04-23,2017,April,Atlanta,organic,1.63,Medium,13269,1705,7074,0,4490,147,4343,0
2017-04-16,2017,April,Atlanta,organic,1.27,Medium,16411,1593,7034,0,7784,279,7505,0
2017-04-09,2017,April,Atlanta,organic,0.91,Low,24439,1359,5782,0,17298,1630,15668,0
2017-04-02,2017,April,Atlanta,organic,1.26,Medium,16943,1252,6360,0,9331,636,8695,0
2017-03-26,2017,March,Atlanta,organic,1.27,Medium,16209,1653,5804,0,8752,147,8605,0
2017-03-19,2017,March,Atlanta,organic,1.23,Medium,11754,1756,4657,0,5341,125,5216,0
2017-03-12,2017,March,Atlanta,organic,0.9,Low,18563,2140,4783,0,11640,190,11450,0
2017-03-05,2017,March,Atlanta,organic,0.62,Low,32292,2078,4175,0,26039,343,25696,0
2017-02-26,2017,February,Atlanta,organic,0.64,Low,24323,1112,3495,0,19716,150,19566,0
2017-02-19,2017,February,Atlanta,organic,1.06,Medium,11867,1388,3402,0,7077,86,6991,0
2017-02-12,2017,February,Atlanta,organic,1.07,Medium,11073,1085,4062,0,5926,201,5725,0
2017-02-05,2017,February,Atlanta,organic,1.28,Medium,9685,1418,4209,0,4058,36,4022,0
2017-01-29,2017,January,Atlanta,organic,1.53,Medium,7331,1102,4182,0,2047,6,2041,0
2017-01-22,2017,January,Atlanta,organic,1.62,Medium,7485,1121,4739,0,1625,3,1622,0
2017-01-15,2017,January,Atlanta,organic,1.62,Medium,6291,1130,3582,0,1579,0,1579,0
2017-01-08,2017,January,Atlanta,organic,1.74,Medium,8244,1455,5317,0,1472,0,1472,0
2017-01-01,2017,January,Atlanta,organic,1.81,Medium,5343,957,2863,0,1523,5,1518,0
2017-12-31,2017,December,BaltimoreWashington,organic,1.53,Medium,40942,1178,7959,122,31683,31680,3,0
2017-12-24,2017,December,BaltimoreWashington,organic,1.56,Medium,35540,920,5886,89,28645,28639,6,0
2017-12-17,2017,December,BaltimoreWashington,organic,1.58,Medium,34582,1258,7053,50,26221,26218,3,0
2017-12-10,2017,December,BaltimoreWashington,organic,1.51,Medium,41451,1980,6934,74,32463,32437,26,0
2017-12-03,2017,December,BaltimoreWashington,organic,1.58,Medium,38754,1417,7869,76,29392,29382,10,0
2017-11-26,2017,November,BaltimoreWashington,organic,1.69,Medium,31689,883,6846,64,23896,23890,6,0
2017-11-19,2017,November,BaltimoreWashington,organic,1.8,Medium,28942,839,7176,75,20852,20844,8,0
2017-11-12,2017,November,BaltimoreWashington,organic,1.81,Medium,33641,823,7144,106,25568,25558,10,0
2017-11-05,2017,November,BaltimoreWashington,organic,1.84,Medium,35882,1134,8054,76,26618,26615,3,0
2017-10-29,2017,October,BaltimoreWashington,organic,1.81,Medium,37155,987,9122,99,26947,26934,13,0
2017-10-22,2017,October,BaltimoreWashington,organic,1.64,Medium,47487,816,10255,71,36345,36344,1,0
2017-10-15,2017,October,BaltimoreWashington,organic,1.6,Medium,56559,939,8822,69,46729,46729,0,0
2017-10-08,2017,October,BaltimoreWashington,organic,1.5,Medium,67233,2811,6844,81,57497,57494,3,0
2017-10-01,2017,October,BaltimoreWashington,organic,1.62,Medium,48973,2864,5844,56,40209,40203,6,0
2017-09-24,2017,September,BaltimoreWashington,organic,1.53,Medium,62465,2667,6252,94,53452,53452,0,0
2017-09-17,2017,September,BaltimoreWashington,organic,1.54,Medium,59453,2004,8037,72,49340,49340,0,0
2017-09-10,2017,September,BaltimoreWashington,organic,1.59,Medium,63284,2319,8702,103,52160,52160,0,0
2017-09-03,2017,September,BaltimoreWashington,organic,1.68,Medium,58736,4534,8345,134,45723,45723,0,0
2017-08-27,2017,August,BaltimoreWashington,organic,1.82,Medium,41524,4098,8674,67,28685,28685,0,0
2017-08-20,2017,August,BaltimoreWashington,organic,1.75,Medium,39134,925,8273,115,29821,29817,4,0
2017-08-13,2017,August,BaltimoreWashington,organic,1.66,Medium,40536,1100,6739,162,32535,32535,0,0
2017-08-06,2017,August,BaltimoreWashington,organic,1.65,Medium,41701,1372,10747,148,29434,29421,13,0
2017-07-30,2017,July,BaltimoreWashington,organic,1.6,Medium,41847,1118,8371,115,32243,32243,0,0
2017-07-23,2017,July,BaltimoreWashington,organic,1.51,Medium,50323,764,8833,131,40595,40588,7,0
2017-07-16,2017,July,BaltimoreWashington,organic,1.57,Medium,37981,845,4836,168,32132,32132,0,0
2017-07-09,2017,July,BaltimoreWashington,organic,2.26,High,18665,1271,7508,197,9689,9685,4,0
2017-07-02,2017,July,BaltimoreWashington,organic,2.2,High,23687,1028,12583,209,9867,9864,3,0
2017-06-25,2017,June,BaltimoreWashington,organic,2.21,High,22446,792,11006,180,10468,10461,7,0
2017-06-18,2017,June,BaltimoreWashington,organic,2.2,High,22845,964,11778,142,9961,9958,3,0
2017-06-11,2017,June,BaltimoreWashington,organic,2.17,High,23607,1138,11798,140,10531,10531,0,0
2017-06-04,2017,June,BaltimoreWashington,organic,2.15,High,26346,1030,13921,217,11178,11175,3,0
2017-05-28,2017,May,BaltimoreWashington,organic,2.18,High,24731,1010,13031,181,10509,10503,6,0
2017-05-21,2017,May,BaltimoreWashington,organic,2.2,High,23209,1035,10983,206,10985,10985,0,0
2017-05-14,2017,May,BaltimoreWashington,organic,2.11,High,25182,1026,12714,263,11179,11171,8,0
2017-05-07,2017,May,BaltimoreWashington,organic,2.13,High,21753,964,9976,229,10584,10562,22,0
2017-04-30,2017,April,BaltimoreWashington,organic,2.15,High,25697,1413,11979,193,12112,12104,8,0
2017-04-23,2017,April,BaltimoreWashington,organic,2.14,High,24139,810,11476,188,11665,11662,3,0
2017-04-16,2017,April,BaltimoreWashington,organic,1.96,Medium,24455,1248,11854,399,10954,10926,28,0
2017-04-09,2017,April,BaltimoreWashington,organic,1.89,Medium,19115,854,10376,270,7615,7604,11,0
2017-04-02,2017,April,BaltimoreWashington,organic,1.97,Medium,23194,1558,11581,276,9779,9768,11,0
2017-03-26,2017,March,BaltimoreWashington,organic,1.97,Medium,20770,1317,9686,333,9434,9418,16,0
2017-03-19,2017,March,BaltimoreWashington,organic,2.06,High,18538,1110,7239,227,9962,9944,18,0
2017-03-12,2017,March,BaltimoreWashington,organic,2.12,High,17418,1147,6980,271,9020,8998,22,0
2017-03-05,2017,March,BaltimoreWashington,organic,1.97,Medium,18083,1280,8000,235,8568,8562,6,0
2017-02-26,2017,February,BaltimoreWashington,organic,1.93,Medium,16773,1274,7291,302,7906,7898,8,0
2017-02-19,2017,February,BaltimoreWashington,organic,1.81,Medium,21624,1775,10428,262,9159,9075,84,0
2017-02-12,2017,February,BaltimoreWashington,organic,1.85,Medium,18596,1308,7234,245,9809,9707,102,0
2017-02-05,2017,February,BaltimoreWashington,organic,1.85,Medium,17975,1373,6611,203,9788,9782,6,0
2017-01-29,2017,January,BaltimoreWashington,organic,1.85,Medium,17293,1050,7817,331,8095,8090,5,0
2017-01-22,2017,January,BaltimoreWashington,organic,1.85,Medium,18486,1219,8061,346,8860,8826,34,0
2017-01-15,2017,January,BaltimoreWashington,organic,1.82,Medium,20759,1359,8446,295,10659,10651,8,0
2017-01-08,2017,January,BaltimoreWashington,organic,1.85,Medium,17989,1325,7679,445,8540,8534,6,0
2017-01-01,2017,January,BaltimoreWashington,organic,1.92,Medium,13901,1421,6298,325,5857,5857,0,0
2017-12-31,2017,December,Boise,organic,1.72,Medium,2017,78,646,0,1293,213,1080,0
2017-12-24,2017,December,Boise,organic,1.44,Medium,3029,60,650,0,2319,389,1930,0
2017-12-17,2017,December,Boise,organic,1.79,Medium,1797,28,552,0,1217,265,952,0
2017-12-10,2017,December,Boise,organic,1.76,Medium,2237,53,566,0,1618,463,1155,0
2017-12-03,2017,December,Boise,organic,1.77,Medium,1829,35,387,0,1407,352,1055,0
2017-11-26,2017,November,Boise,organic,1.47,Medium,2741,49,620,0,2072,402,1662,8
2017-11-19,2017,November,Boise,organic,1.85,Medium,1863,56,539,0,1268,46,1222,0
2017-11-12,2017,November,Boise,organic,1.88,Medium,1869,47,484,0,1338,356,982,0
2017-11-05,2017,November,Boise,organic,2.33,High,1886,44,505,0,1337,383,954,0
2017-10-29,2017,October,Boise,organic,2.34,High,1963,53,511,0,1399,382,1017,0
2017-10-22,2017,October,Boise,organic,2.41,High,1632,42,543,0,1047,126,916,5
2017-10-15,2017,October,Boise,organic,2.62,High,1563,34,523,0,1006,120,886,0
2017-10-08,2017,October,Boise,organic,2.78,High,1656,63,574,0,1019,96,923,0
2017-10-01,2017,October,Boise,organic,2.79,High,1373,58,474,0,841,40,801,0
2017-09-24,2017,September,Boise,organic,2.64,High,1412,64,535,0,813,75,738,0
2017-09-17,2017,September,Boise,organic,2.65,High,1492,67,564,0,861,152,707,2
2017-09-10,2017,September,Boise,organic,2.63,High,1600,76,540,0,984,175,809,0
2017-09-03,2017,September,Boise,organic,2.71,High,1855,110,618,0,1127,133,994,0
2017-08-27,2017,August,Boise,organic,2.75,High,1643,110,504,0,1029,199,830,0
2017-08-20,2017,August,Boise,organic,2.62,High,1662,108,623,0,931,90,841,0
2017-08-13,2017,August,Boise,organic,2.32,High,1817,71,603,0,1143,186,957,0
2017-08-06,2017,August,Boise,organic,2.21,High,2091,81,597,0,1413,471,942,0
2017-07-30,2017,July,Boise,organic,2.21,High,2033,51,722,0,1260,409,851,0
2017-07-23,2017,July,Boise,organic,2.23,High,2198,53,546,0,1599,481,1118,0
2017-07-16,2017,July,Boise,organic,2.26,High,2647,74,680,0,1893,440,1453,0
2017-07-09,2017,July,Boise,organic,1.58,Medium,3526,60,767,0,2699,504,2195,0
2017-07-02,2017,July,Boise,organic,1.92,Medium,2765,42,1111,0,1612,540,1072,0
2017-06-25,2017,June,Boise,organic,2.09,High,2373,54,935,0,1384,575,809,0
2017-06-18,2017,June,Boise,organic,1.55,Medium,3263,48,745,0,2470,474,1996,0
2017-06-11,2017,June,Boise,organic,1.27,Medium,4376,25,637,0,3714,558,3156,0
2017-06-04,2017,June,Boise,organic,1.27,Medium,4580,72,652,0,3856,636,3220,0
2017-05-28,2017,May,Boise,organic,1.22,Medium,4468,14,684,0,3770,609,3161,0
2017-05-21,2017,May,Boise,organic,1.27,Medium,3897,16,660,0,3221,557,2664,0
2017-05-14,2017,May,Boise,organic,1.27,Medium,4104,8,681,0,3415,528,2887,0
2017-05-07,2017,May,Boise,organic,1.17,Medium,4484,13,634,0,3837,387,3450,0
2017-04-30,2017,April,Boise,organic,1.22,Medium,3943,20,603,0,3320,496,2824,0
2017-04-23,2017,April,Boise,organic,1.23,Medium,3316,12,570,0,2734,341,2393,0
2017-04-16,2017,April,Boise,organic,1.23,Medium,3493,35,568,0,2890,375,2515,0
2017-04-09,2017,April,Boise,organic,1.18,Medium,3515,18,526,0,2971,370,2601,0
2017-04-02,2017,April,Boise,organic,0.82,Low,4768,17,677,0,4074,300,3774,0
2017-03-26,2017,March,Boise,organic,0.81,Low,4449,10,541,0,3898,233,3665,0
2017-03-19,2017,March,Boise,organic,1.25,Medium,2665,6,539,0,2120,455,1665,0
2017-03-12,2017,March,Boise,organic,1.16,Medium,2918,8,483,0,2427,241,2186,0
2017-03-05,2017,March,Boise,organic,0.72,Low,4667,18,604,0,4045,172,3873,0
2017-02-26,2017,February,Boise,organic,1.15,Medium,2949,21,393,0,2535,660,1875,0
2017-02-19,2017,February,Boise,organic,1.65,Medium,2104,11,404,0,1689,1167,522,0
2017-02-12,2017,February,Boise,organic,1.58,Medium,2376,20,427,0,1929,1245,684,0
2017-02-05,2017,February,Boise,organic,0.95,Low,3144,20,322,0,2802,679,2123,0
2017-01-29,2017,January,Boise,organic,1.06,Medium,3212,15,452,0,2745,624,2121,0
2017-01-22,2017,January,Boise,organic,1.06,Medium,3083,2,451,0,2630,639,1991,0
2017-01-15,2017,January,Boise,organic,1.06,Medium,3072,0,457,0,2615,509,2106,0
2017-01-08,2017,January,Boise,organic,1.04,Medium,4137,3,585,0,3549,632,2917,0
2017-01-01,2017,January,Boise,organic,1.05,Medium,2824,0,369,0,2455,578,1877,0
2017-12-31,2017,December,Boston,organic,1.86,Medium,25275,9,2797,0,22469,20109,2360,0
2017-12-24,2017,December,Boston,organic,1.83,Medium,25639,29,1724,0,23886,23597,289,0
2017-12-17,2017,December,Boston,organic,1.82,Medium,24905,13,1539,0,23353,19173,4180,0
2017-12-10,2017,December,Boston,organic,1.74,Medium,26315,15,1542,0,24758,19905,4853,0
2017-12-03,2017,December,Boston,organic,1.88,Medium,21338,40,1355,0,19943,18266,1677,0
2017-11-26,2017,November,Boston,organic,1.81,Medium,21588,28,1098,0,20462,19515,947,0
2017-11-19,2017,November,Boston,organic,1.81,Medium,26150,4,1261,0,24885,21416,3469,0
2017-11-12,2017,November,Boston,organic,1.87,Medium,26148,23,1430,0,24695,21305,3390,0
2017-11-05,2017,November,Boston,organic,1.95,Medium,28627,15,1535,4,27073,25997,1076,0
2017-10-29,2017,October,Boston,organic,1.83,Medium,34011,7,1226,0,32778,32402,376,0
2017-10-22,2017,October,Boston,organic,1.58,Medium,34913,17,1569,0,33327,33327,0,0
2017-10-15,2017,October,Boston,organic,1.6,Medium,37877,15,1420,0,36442,36442,0,0
2017-10-08,2017,October,Boston,organic,1.56,Medium,30044,16,1103,0,28925,28907,18,0
2017-10-01,2017,October,Boston,organic,1.61,Medium,26719,18,1128,0,25573,25560,13,0
2017-09-24,2017,September,Boston,organic,1.56,Medium,31133,51,953,0,30129,30125,4,0
2017-09-17,2017,September,Boston,organic,1.56,Medium,31066,7,1268,0,29791,29699,92,0
2017-09-10,2017,September,Boston,organic,1.74,Medium,25480,21,1076,0,24383,23214,1169,0
2017-09-03,2017,September,Boston,organic,1.76,Medium,22577,26,866,0,21685,20204,1481,0
2017-08-27,2017,August,Boston,organic,1.75,Medium,22339,18,1150,0,21171,20162,1009,0
2017-08-20,2017,August,Boston,organic,1.72,Medium,22955,10,1257,0,21688,18684,3004,0
2017-08-13,2017,August,Boston,organic,1.77,Medium,18947,10,1183,0,17754,15759,1995,0
2017-08-06,2017,August,Boston,organic,1.61,Medium,22038,8,1198,0,20832,16163,4669,0
2017-07-30,2017,July,Boston,organic,1.61,Medium,23891,7,1304,0,22580,17924,4656,0
2017-07-23,2017,July,Boston,organic,1.59,Medium,28957,6,1166,0,27785,23227,4558,0
2017-07-16,2017,July,Boston,organic,1.61,Medium,25501,18,1316,0,24167,22172,1995,0
2017-07-09,2017,July,Boston,organic,2.17,High,20153,9,1694,0,18450,16340,2110,0
2017-07-02,2017,July,Boston,organic,2.13,High,19687,8,1677,0,18002,16435,1567,0
2017-06-25,2017,June,Boston,organic,2.13,High,22051,12,1892,0,20147,18533,1614,0
2017-06-18,2017,June,Boston,organic,2.12,High,23278,17,1617,0,21644,19934,1710,0
2017-06-11,2017,June,Boston,organic,2.07,High,20438,10,1490,0,18938,17150,1788,0
2017-06-04,2017,June,Boston,organic,2.04,High,22925,13,1676,0,21236,19576,1660,0
2017-05-28,2017,May,Boston,organic,2.04,High,20860,20,1659,0,19181,17543,1638,0
2017-05-21,2017,May,Boston,organic,1.92,Medium,22166,20,1409,0,20737,18624,2113,0
2017-05-14,2017,May,Boston,organic,1.99,Medium,21115,61,1839,0,19215,16627,2588,0
2017-05-07,2017,May,Boston,organic,1.98,Medium,21056,82,1773,0,19201,16568,2633,0
2017-04-30,2017,April,Boston,organic,2.02,High,17864,86,2341,0,15437,14866,571,0
2017-04-23,2017,April,Boston,organic,1.88,Medium,17773,138,1028,0,16607,14865,1742,0
2017-04-16,2017,April,Boston,organic,2.0,Medium,17641,67,1174,0,16400,14425,1975,0
2017-04-09,2017,April,Boston,organic,2.0,Medium,17033,65,1219,0,15749,13774,1975,0
2017-04-02,2017,April,Boston,organic,2.0,Medium,16321,81,1393,0,14847,14307,540,0
2017-03-26,2017,March,Boston,organic,2.02,High,17308,183,1192,0,15933,14681,1252,0
2017-03-19,2017,March,Boston,organic,2.06,High,18135,155,1066,0,16914,15510,1404,0
2017-03-12,2017,March,Boston,organic,2.09,High,18295,139,1200,0,16956,15585,1371,0
2017-03-05,2017,March,Boston,organic,1.72,Medium,19270,100,1266,0,17904,17341,563,0
2017-02-26,2017,February,Boston,organic,2.01,High,14572,13,1275,0,13284,12821,463,0
2017-02-19,2017,February,Boston,organic,2.06,High,16177,14,1015,0,15148,12903,2245,0
2017-02-12,2017,February,Boston,organic,1.95,Medium,17727,13,1111,14,16589,15420,1169,0
2017-02-05,2017,February,Boston,organic,1.63,Medium,22249,7,2644,38,19560,16906,2654,0
2017-01-29,2017,January,Boston,organic,1.9,Medium,15271,9,1127,0,14135,13879,256,0
2017-01-22,2017,January,Boston,organic,1.93,Medium,15417,10,969,0,14438,14438,0,0
2017-01-15,2017,January,Boston,organic,1.88,Medium,17012,12,1315,0,15685,15554,131,0
2017-01-08,2017,January,Boston,organic,1.95,Medium,17555,8,1134,0,16413,15137,1276,0
2017-01-01,2017,January,Boston,organic,2.06,High,13438,14,2182,0,11242,10636,606,0
2017-12-31,2017,December,BuffaloRochester,organic,1.15,Medium,10568,176,83,0,10309,5004,5305,0
2017-12-24,2017,December,BuffaloRochester,organic,1.15,Medium,11026,234,65,0,10727,9439,1288,0
2017-12-17,2017,December,BuffaloRochester,organic,1.15,Medium,10785,197,131,0,10457,3560,6897,0
2017-12-10,2017,December,BuffaloRochester,organic,1.14,Medium,11144,199,71,0,10874,3941,6933,0
2017-12-03,2017,December,BuffaloRochester,organic,1.18,Medium,7575,101,39,0,7435,3656,3779,0
2017-11-26,2017,November,BuffaloRochester,organic,1.26,Medium,5280,216,58,0,5006,4510,496,0
2017-11-19,2017,November,BuffaloRochester,organic,1.42,Medium,7519,256,69,0,7194,3939,3255,0
2017-11-12,2017,November,BuffaloRochester,organic,1.39,Medium,12396,251,105,0,12040,6032,6008,0
2017-11-05,2017,November,BuffaloRochester,organic,1.36,Medium,12254,175,93,0,11986,10352,1634,0
2017-10-29,2017,October,BuffaloRochester,organic,1.35,Medium,12760,217,115,0,12428,12428,0,0
2017-10-22,2017,October,BuffaloRochester,organic,1.35,Medium,10116,231,136,0,9749,9745,4,0
2017-10-15,2017,October,BuffaloRochester,organic,1.33,Medium,12930,159,154,0,12617,12617,0,0
2017-10-08,2017,October,BuffaloRochester,organic,1.34,Medium,15467,324,149,0,14994,14994,0,0
2017-10-01,2017,October,BuffaloRochester,organic,1.39,Medium,11487,278,111,0,11098,11093,5,0
2017-09-24,2017,September,BuffaloRochester,organic,1.4,Medium,10081,277,134,0,9670,9642,28,0
2017-09-17,2017,September,BuffaloRochester,organic,1.47,Medium,7698,274,140,0,7284,6095,1189,0
2017-09-10,2017,September,BuffaloRochester,organic,1.8,Medium,4947,409,156,0,4382,1514,2868,0
2017-09-03,2017,September,BuffaloRochester,organic,1.41,Medium,11172,367,160,0,10645,7804,2841,0
2017-08-27,2017,August,BuffaloRochester,organic,1.37,Medium,11184,193,182,0,10809,9102,1707,0
2017-08-20,2017,August,BuffaloRochester,organic,1.46,Medium,8236,75,228,0,7933,2470,5463,0
2017-08-13,2017,August,BuffaloRochester,organic,1.27,Medium,10212,4,416,0,9792,5319,4473,0
2017-08-06,2017,August,BuffaloRochester,organic,1.34,Medium,12706,0,312,0,12394,3182,9212,0
2017-07-30,2017,July,BuffaloRochester,organic,1.44,Medium,10709,10,451,0,10248,1434,8814,0
2017-07-23,2017,July,BuffaloRochester,organic,1.28,Medium,14117,6,427,0,13684,4224,9460,0
2017-07-16,2017,July,BuffaloRochester,organic,1.26,Medium,12765,5,446,0,12314,7112,5202,0
2017-07-09,2017,July,BuffaloRochester,organic,2.55,High,5370,7,393,0,4970,731,4239,0
2017-07-02,2017,July,BuffaloRochester,organic,2.57,High,4270,4,473,0,3793,487,3306,0
2017-06-25,2017,June,BuffaloRochester,organic,2.57,High,5228,15,440,0,4773,637,4136,0
2017-06-18,2017,June,BuffaloRochester,organic,2.54,High,5446,29,544,0,4873,830,4043,0
2017-06-11,2017,June,BuffaloRochester,organic,2.46,High,5165,4,645,0,4516,1074,3442,0
2017-06-04,2017,June,BuffaloRochester,organic,2.51,High,5425,3,492,0,4930,948,3982,0
2017-05-28,2017,May,BuffaloRochester,organic,2.19,High,5712,0,711,0,5001,980,4021,0
2017-05-21,2017,May,BuffaloRochester,organic,2.16,High,4934,7,844,0,4083,1050,3033,0
2017-05-14,2017,May,BuffaloRochester,organic,2.16,High,5945,0,548,0,5397,1203,4194,0
2017-05-07,2017,May,BuffaloRochester,organic,2.19,High,7610,0,651,0,6959,1220,5739,0
2017-04-30,2017,April,BuffaloRochester,organic,2.16,High,3630,3,508,0,3119,900,2219,0
2017-04-23,2017,April,BuffaloRochester,organic,2.14,High,5925,7,385,0,5533,1181,4352,0
2017-04-16,2017,April,BuffaloRochester,organic,2.14,High,5987,8,526,0,5453,1313,4140,0
2017-04-09,2017,April,BuffaloRochester,organic,2.17,High,5014,1,547,0,4466,1003,3463,0
2017-04-02,2017,April,BuffaloRochester,organic,2.09,High,3338,1,924,0,2413,1180,1233,0
2017-03-26,2017,March,BuffaloRochester,organic,2.16,High,4486,0,451,0,4035,739,3296,0
2017-03-19,2017,March,BuffaloRochester,organic,2.05,High,3615,2,293,0,3320,974,2346,0
2017-03-12,2017,March,BuffaloRochester,organic,2.05,High,2415,1,286,0,2128,636,1492,0
2017-03-05,2017,March,BuffaloRochester,organic,1.89,Medium,3184,9,1405,0,1770,910,860,0
2017-02-26,2017,February,BuffaloRochester,organic,1.93,Medium,2100,5,606,0,1489,966,523,0
2017-02-19,2017,February,BuffaloRochester,organic,1.98,Medium,4833,0,1112,0,3721,1261,2460,0
2017-02-12,2017,February,BuffaloRochester,organic,1.81,Medium,3595,0,370,0,3225,1951,1274,0
2017-02-05,2017,February,BuffaloRochester,organic,1.81,Medium,5750,6,258,0,5486,3201,2285,0
2017-01-29,2017,January,BuffaloRochester,organic,1.61,Medium,2349,3,347,0,1999,1830,169,0
2017-01-22,2017,January,BuffaloRochester,organic,1.5,Medium,2590,8,139,0,2443,2440,3,0
2017-01-15,2017,January,BuffaloRochester,organic,1.58,Medium,4158,7,185,0,3966,3416,550,0
2017-01-08,2017,January,BuffaloRochester,organic,1.73,Medium,3247,13,175,0,3059,2001,1058,0
2017-01-01,2017,January,BuffaloRochester,organic,1.64,Medium,3425,8,321,0,3096,2585,511,0
2017-12-31,2017,December,California,organic,1.71,Medium,160039,46373,55040,0,58626,58527,99,0
2017-12-24,2017,December,California,organic,1.82,Medium,138506,25276,58177,0,55053,54985,68,0
2017-12-17,2017,December,California,organic,1.75,Medium,126089,24044,55285,0,46760,46698,62,0
2017-12-10,2017,December,California,organic,1.89,Medium,125853,31270,46281,0,48302,48264,38,0
2017-12-03,2017,December,California,organic,1.81,Medium,125973,23984,47847,0,54142,54089,53,0
2017-11-26,2017,November,California,organic,2.0,Medium,115472,23311,47380,0,44781,44756,25,0
2017-11-19,2017,November,California,organic,1.98,Medium,122170,25969,47146,0,49055,49022,33,0
2017-11-12,2017,November,California,organic,1.99,Medium,122018,29124,43953,2,48939,48885,54,0
2017-11-05,2017,November,California,organic,1.76,Medium,145735,27876,67332,0,50527,50479,48,0
2017-10-29,2017,October,California,organic,2.01,High,129602,29242,48087,0,52273,52248,25,0
2017-10-22,2017,October,California,organic,2.0,Medium,132184,27492,48685,0,56007,55962,45,0
2017-10-15,2017,October,California,organic,2.1,High,115255,25513,44390,0,45352,45271,81,0
2017-10-08,2017,October,California,organic,2.17,High,124506,26223,53539,0,44744,44692,52,0
2017-10-01,2017,October,California,organic,2.08,High,132772,31037,59949,0,41786,41755,31,0
2017-09-24,2017,September,California,organic,2.05,High,138459,34599,63108,2,40750,40700,50,0
2017-09-17,2017,September,California,organic,2.18,High,152065,48807,66115,0,37143,37121,22,0
2017-09-10,2017,September,California,organic,2.2,High,140337,40795,62854,0,36688,36679,9,0
2017-09-03,2017,September,California,organic,2.09,High,142392,33579,64299,0,44514,44485,29,0
2017-08-27,2017,August,California,organic,2.54,High,121293,31149,48281,0,41863,41816,47,0
2017-08-20,2017,August,California,organic,2.37,High,140366,28993,44771,2,66600,66547,53,0
2017-08-13,2017,August,California,organic,2.21,High,139017,27835,44903,0,66279,66110,169,0
2017-08-06,2017,August,California,organic,2.18,High,118099,18668,42687,0,56744,55681,1063,0
2017-07-30,2017,July,California,organic,2.14,High,113903,15243,40785,0,57875,57768,107,0
2017-07-23,2017,July,California,organic,2.17,High,128481,20885,52053,5,55538,55471,67,0
2017-07-16,2017,July,California,organic,2.14,High,127256,18862,52718,9,55667,55589,78,0
2017-07-09,2017,July,California,organic,1.62,Medium,169101,18593,54586,5,95917,95827,90,0
2017-07-02,2017,July,California,organic,1.73,Medium,163971,20970,58902,9,84090,83873,217,0
2017-06-25,2017,June,California,organic,1.66,Medium,167932,23368,53252,0,91312,89271,2041,0
2017-06-18,2017,June,California,organic,1.78,Medium,181726,32418,60616,0,88692,82117,6575,0
2017-06-11,2017,June,California,organic,1.79,Medium,179141,32283,64309,6,82543,82389,154,0
2017-06-04,2017,June,California,organic,1.64,Medium,206419,31579,80019,12,94809,94661,148,0
2017-05-28,2017,May,California,organic,1.76,Medium,197589,31706,68967,13,96903,96714,189,0
2017-05-21,2017,May,California,organic,1.78,Medium,183084,28909,67866,8,86301,86037,264,0
2017-05-14,2017,May,California,organic,1.76,Medium,167406,29347,61178,8,76873,75430,1443,0
2017-05-07,2017,May,California,organic,1.59,Medium,211443,27956,80576,2,102909,102120,789,0
2017-04-30,2017,April,California,organic,1.61,Medium,199904,29040,67607,8,103249,99213,4036,0
2017-04-23,2017,April,California,organic,1.6,Medium,197180,28028,69004,5,100143,86815,13328,0
2017-04-16,2017,April,California,organic,1.67,Medium,194263,28602,68759,8,96894,87694,9200,0
2017-04-09,2017,April,California,organic,1.63,Medium,186112,30319,66541,8,89244,82025,7219,0
2017-04-02,2017,April,California,organic,1.64,Medium,191988,31382,69458,17,91131,87215,3916,0
2017-03-26,2017,March,California,organic,1.7,Medium,194053,34618,71543,8,87884,84717,3167,0
2017-03-19,2017,March,California,organic,1.57,Medium,209591,25435,81224,39,102893,81020,21873,0
2017-03-12,2017,March,California,organic,1.53,Medium,210401,26373,73289,9,110730,96032,14698,0
2017-03-05,2017,March,California,organic,1.45,Medium,220712,28614,65742,6,126350,89589,36761,0
2017-02-26,2017,February,California,organic,1.34,Medium,215699,26444,69372,3,119880,102260,17620,0
2017-02-19,2017,February,California,organic,1.5,Medium,183797,27933,71026,3,84835,83854,981,0
2017-02-12,2017,February,California,organic,1.54,Medium,151755,27368,55813,20,68554,66790,1764,0
2017-02-05,2017,February,California,organic,1.36,Medium,169740,37221,82017,9,50493,49406,1087,0
2017-01-29,2017,January,California,organic,1.44,Medium,165226,30959,65973,23,68271,52929,15342,0
2017-01-22,2017,January,California,organic,1.53,Medium,136423,28035,54343,6,54039,49913,4126,0
2017-01-15,2017,January,California,organic,1.66,Medium,142739,27812,58090,3,56834,55364,1470,0
2017-01-08,2017,January,California,organic,1.5,Medium,177777,33562,69672,5,74538,69843,4695,0
2017-01-01,2017,January,California,organic,1.46,Medium,164137,31268,65430,6,67433,50964,16469,0
2017-12-31,2017,December,Charlotte,organic,1.71,Medium,11939,35,5197,199,6508,6416,92,0
