,date,year,region,type,avg_price,price_category,total_volume,small_av,large_av,xlarge_av,total_bags,small_bags,large_bags,xlarge_bags
13397,2016-10-30,2016,NewYork,organic,2.25,High,25451,5224,18866,58,1303,778,525,0
13398,2016-10-23,2016,NewYork,organic,2.1,High,8443,1933,4815,33,1662,1662,0,0
13399,2016-10-16,2016,NewYork,organic,2.33,High,17838,3986,11359,89,2404,1942,462,0
13400,2016-10-09,2016,NewYork,organic,2.3,High,26463,4175,11905,791,9592,9213,379,0
13401,2016-10-02,2016,NewYork,organic,2.41,High,35543,3506,11531,1516,18990,18657,333,0
13402,2016-09-25,2016,NewYork,organic,2.34,High,31716,3786,10296,601,17033,16887,146,0
13403,2016-09-18,2016,NewYork,organic,2.36,High,45702,4208,13328,1497,26669,26584,85,0
13404,2016-09-11,2016,NewYork,organic,2.06,High,70120,9239,31315,492,29074,28384,690,0
13405,2016-09-04,2016,NewYork,organic,2.15,High,45204,5170,18565,545,20924,20924,0,0
13406,2016-08-28,2016,NewYork,organic,2.32,High,19376,3097,12761,1276,2242,2180,62,0
13407,2016-08-21,2016,NewYork,organic,2.16,High,30583,5398,16529,1352,7304,6946,358,0
13408,2016-08-14,2016,NewYork,organic,2.27,High,25309,5199,15227,1468,3415,3060,355,0
13409,2016-08-07,2016,NewYork,organic,2.37,High,27155,4521,16430,1881,4323,4249,74,0
13410,2016-07-31,2016,NewYork,organic,2.41,High,24048,3527,14456,1723,4342,4337,5,0
13411,2016-07-24,2016,NewYork,organic,2.32,High,29301,3376,15394,2406,8125,7609,516,0
13412,2016-07-17,2016,NewYork,organic,2.4,High,55607,4035,16488,2930,32154,31257,897,0
13413,2016-07-10,2016,NewYork,organic,2.33,High,50300,4834,19430,2347,23689,23056,633,0
13414,2016-07-03,2016,NewYork,organic,2.28,High,46314,4226,20281,1935,19872,19365,507,0
13415,2016-06-26,2016,NewYork,organic,2.23,High,38646,3522,14622,389,20113,18563,1550,0
13416,2016-06-19,2016,NewYork,organic,2.26,High,37403,3233,14647,175,19348,18633,715,0
13417,2016-06-12,2016,NewYork,organic,1.94,Medium,28759,3909,14359,178,10313,9034,1279,0
13418,2016-06-05,2016,NewYork,organic,2.15,High,31807,2286,11252,322,17947,16812,1135,0
13419,2016-05-29,2016,NewYork,organic,2.15,High,34505,4303,13793,2707,13702,11496,2206,0
13420,2016-05-22,2016,NewYork,organic,2.01,High,44794,5436,21065,2695,15598,15280,318,0
13421,2016-05-15,2016,NewYork,organic,2.02,High,34788,4328,15961,2631,11868,11027,841,0
13422,2016-05-08,2016,NewYork,organic,2.0,Medium,39639,3877,11969,2361,21432,20040,1392,0
13423,2016-05-01,2016,NewYork,organic,2.16,High,54478,5557,17186,2672,29063,27008,2055,0
13424,2016-04-24,2016,NewYork,organic,2.11,High,50335,4483,15498,2804,27550,27094,456,0
13425,2016-04-17,2016,NewYork,organic,1.98,Medium,40281,4726,18018,2509,15028,13176,1852,0
13426,2016-04-10,2016,NewYork,organic,2.2,High,30461,3080,11181,2404,13796,12724,1072,0
13427,2016-04-03,2016,NewYork,organic,2.08,High,47309,5328,16420,2449,23112,21876,1236,0
13428,2016-03-27,2016,NewYork,organic,2.12,High,35909,2964,12313,2499,18133,17606,527,0
13429,2016-03-20,2016,NewYork,organic,1.92,Medium,31917,5060,14571,2250,10036,9225,811,0
13430,2016-03-13,2016,NewYork,organic,1.96,Medium,33410,7270,12040,2081,12019,10529,1490,0
13431,2016-03-06,2016,NewYork,organic,1.86,Medium,41547,8104,16994,2071,14378,9997,4381,0
13432,2016-02-28,2016,NewYork,organic,1.96,Medium,32609,4925,13005,1706,12973,9947,3026,0
13433,2016-02-21,2016,NewYork,organic,1.9,Medium,26230,5043,10101,1489,9597,5210,4387,0
13434,2016-02-14,2016,NewYork,organic,2.11,High,28290,4689,9473,1200,12928,10464,2464,0
13435,2016-02-07,2016,NewYork,organic,1.95,Medium,30482,4811,9963,1516,14192,8388,5804,0
13436,2016-01-31,2016,NewYork,organic,1.83,Medium,24749,2126,7493,1236,13894,3843,10051,0
13437,2016-01-24,2016,NewYork,organic,2.09,High,28121,2289,9485,2221,14126,7033,7093,0
13438,2016-01-17,2016,NewYork,organic,1.93,Medium,20476,4864,8524,1707,5381,1492,3889,0
13439,2016-01-10,2016,NewYork,organic,1.54,Medium,34629,3898,11770,1689,17272,402,16870,0
13440,2016-01-03,2016,NewYork,organic,1.61,Medium,21072,1302,4127,1757,13886,870,13016,0
13441,2016-12-25,2016,Northeast,organic,2.0,Medium,109788,8251,26477,717,74343,73180,1163,0
13442,2016-12-18,2016,Northeast,organic,1.94,Medium,113583,14616,33603,164,65200,63812,1388,0
13443,2016-12-11,2016,Northeast,organic,2.01,High,106003,6301,23536,484,75682,75225,457,0
13444,2016-12-04,2016,Northeast,organic,2.0,Medium,117563,11974,36255,401,68933,68363,570,0
13445,2016-11-27,2016,Northeast,organic,2.13,High,85024,6089,22961,230,55744,55092,652,0
13446,2016-11-20,2016,Northeast,organic,1.93,Medium,119375,13476,40040,186,65673,64603,1070,0
13447,2016-11-13,2016,Northeast,organic,2.13,High,82988,6113,27856,111,48908,48446,462,0
13448,2016-11-06,2016,Northeast,organic,2.07,High,89099,5609,26861,141,56488,55962,526,0
13449,2016-10-30,2016,Northeast,organic,1.96,Medium,72130,7966,26564,67,37533,36379,1154,0
13450,2016-10-23,2016,Northeast,organic,1.7,Medium,57082,3797,9176,44,44065,43497,568,0
13451,2016-10-16,2016,Northeast,organic,1.86,Medium,73430,5942,21092,94,46302,45250,1052,0
13452,2016-10-09,2016,Northeast,organic,1.91,Medium,87712,6424,21882,700,58706,57686,1020,0
13453,2016-10-02,2016,Northeast,organic,1.99,Medium,100529,5768,20282,1326,73153,72212,941,0
13454,2016-09-25,2016,Northeast,organic,1.96,Medium,111262,6169,19761,558,84774,84054,720,0
13455,2016-09-18,2016,Northeast,organic,2.04,High,137076,6843,22067,1273,106893,106402,491,0
13456,2016-09-11,2016,Northeast,organic,1.95,Medium,165387,12483,42591,430,109883,108495,1388,0
13457,2016-09-04,2016,Northeast,organic,1.92,Medium,128284,8635,30659,537,88453,87988,465,0
13458,2016-08-28,2016,Northeast,organic,1.84,Medium,71637,4851,24190,1136,41460,41025,435,0
13459,2016-08-21,2016,Northeast,organic,1.75,Medium,106120,7702,29626,1175,67617,66877,740,0
13460,2016-08-14,2016,Northeast,organic,1.85,Medium,76277,7746,27894,1325,39312,38367,945,0
13461,2016-08-07,2016,Northeast,organic,1.88,Medium,87943,6863,28661,1614,50805,50509,296,0
13462,2016-07-31,2016,Northeast,organic,1.87,Medium,73836,5541,26017,1541,40737,40157,580,0
13463,2016-07-24,2016,Northeast,organic,1.89,Medium,88924,5082,26745,2321,54776,51249,3527,0
13464,2016-07-17,2016,Northeast,organic,2.07,High,149636,6082,28783,3117,111654,101869,9785,0
13465,2016-07-10,2016,Northeast,organic,1.99,Medium,131640,7294,31729,2224,90393,83325,7068,0
13466,2016-07-03,2016,Northeast,organic,1.86,Medium,152428,6218,33939,1960,110311,98420,11891,0
13467,2016-06-26,2016,Northeast,organic,1.91,Medium,115924,5040,25775,534,84575,74390,10185,0
13468,2016-06-19,2016,Northeast,organic,1.9,Medium,116679,4677,25454,332,86216,75420,10796,0
13469,2016-06-12,2016,Northeast,organic,1.71,Medium,93841,6583,25151,1518,60589,48533,12056,0
13470,2016-06-05,2016,Northeast,organic,1.79,Medium,102941,3880,22468,331,76262,64790,11472,0
13471,2016-05-29,2016,Northeast,organic,1.87,Medium,111097,6197,27663,2316,74921,61555,13366,0
13472,2016-05-22,2016,Northeast,organic,1.81,Medium,134280,7555,34677,2270,89778,80740,9038,0
13473,2016-05-15,2016,Northeast,organic,1.79,Medium,112278,5714,26315,2397,77852,67998,9854,0
13474,2016-05-08,2016,Northeast,organic,1.78,Medium,123023,5189,23718,2044,92072,76582,15490,0
13475,2016-05-01,2016,Northeast,organic,1.94,Medium,151477,8435,33078,2207,107757,95609,12148,0
13476,2016-04-24,2016,Northeast,organic,1.9,Medium,151219,7150,24967,2443,116659,103153,13506,0
13477,2016-04-17,2016,Northeast,organic,1.84,Medium,119447,6853,28274,2138,82182,68444,13738,0
13478,2016-04-10,2016,Northeast,organic,1.88,Medium,114276,4210,19962,2037,88067,70435,17632,0
13479,2016-04-03,2016,Northeast,organic,1.88,Medium,124627,7546,25272,2015,89794,79550,10244,0
13480,2016-03-27,2016,Northeast,organic,1.85,Medium,114768,4082,20857,2136,87693,77619,10074,0
13481,2016-03-20,2016,Northeast,organic,1.75,Medium,104018,6689,25202,1881,70246,60347,9899,0
13482,2016-03-13,2016,Northeast,organic,1.75,Medium,103719,10673,21147,1755,70144,53468,16676,0
13483,2016-03-06,2016,Northeast,organic,1.79,Medium,113860,12252,30535,1757,69316,41427,27889,0
13484,2016-02-28,2016,Northeast,organic,1.8,Medium,109508,6652,28375,1434,73047,45277,27770,0
13485,2016-02-21,2016,Northeast,organic,1.77,Medium,87443,6875,18295,1275,60998,36591,24407,0
13486,2016-02-14,2016,Northeast,organic,1.95,Medium,83663,7156,19173,1055,56279,44769,11510,0
13487,2016-02-07,2016,Northeast,organic,1.9,Medium,96595,7260,23223,1330,64782,38549,26233,0
13488,2016-01-31,2016,Northeast,organic,1.73,Medium,87698,3605,14831,1124,68138,34163,33975,0
13489,2016-01-24,2016,Northeast,organic,1.82,Medium,89369,3750,17193,1929,66497,42410,24087,0
13490,2016-01-17,2016,Northeast,organic,1.67,Medium,76290,7832,17800,1500,49158,33936,15222,0
13491,2016-01-10,2016,Northeast,organic,1.52,Medium,99539,5989,21064,1436,71050,31297,39753,0
13492,2016-01-03,2016,Northeast,organic,1.54,Medium,79900,2251,13966,1511,62172,27555,34617,0
13493,2016-12-25,2016,NorthernNewEngland,organic,1.9,Medium,10969,10,301,0,10658,10658,0,0
13494,2016-12-18,2016,NorthernNewEngland,organic,1.95,Medium,7450,7,215,0,7228,7228,0,0
13495,2016-12-11,2016,NorthernNewEngland,organic,1.85,Medium,10526,6,172,0,10348,10348,0,0
13496,2016-12-04,2016,NorthernNewEngland,organic,1.96,Medium,8742,17,159,0,8566,8566,0,0
13497,2016-11-27,2016,NorthernNewEngland,organic,1.84,Medium,8725,47,227,0,8451,8451,0,0
13498,2016-11-20,2016,NorthernNewEngland,organic,1.81,Medium,9539,21,244,0,9274,9274,0,0
13499,2016-11-13,2016,NorthernNewEngland,organic,1.79,Medium,10725,3,232,0,10490,10490,0,0
13500,2016-11-06,2016,NorthernNewEngland,organic,1.84,Medium,12575,6,336,0,12233,12233,0,0
13501,2016-10-30,2016,NorthernNewEngland,organic,1.65,Medium,7405,1,181,0,7223,7223,0,0
13502,2016-10-23,2016,NorthernNewEngland,organic,1.75,Medium,11324,-1,154,0,11171,11171,0,0
13503,2016-10-16,2016,NorthernNewEngland,organic,1.49,Medium,8965,3,203,0,8759,8759,0,0
13504,2016-10-09,2016,NorthernNewEngland,organic,1.56,Medium,10290,0,124,0,10166,10166,0,0
13505,2016-10-02,2016,NorthernNewEngland,organic,1.58,Medium,12401,0,173,0,12228,12228,0,0
13506,2016-09-25,2016,NorthernNewEngland,organic,1.51,Medium,14401,2,321,0,14078,14078,0,0
13507,2016-09-18,2016,NorthernNewEngland,organic,1.66,Medium,11836,-1,228,0,11609,11609,0,0
13508,2016-09-11,2016,NorthernNewEngland,organic,1.65,Medium,17561,6,271,0,17284,17284,0,0
13509,2016-09-04,2016,NorthernNewEngland,organic,1.58,Medium,13039,1,231,0,12807,12807,0,0
13510,2016-08-28,2016,NorthernNewEngland,organic,1.51,Medium,8866,1,235,0,8630,8630,0,0
13511,2016-08-21,2016,NorthernNewEngland,organic,1.43,Medium,11826,2,240,0,11584,11584,0,0
13512,2016-08-14,2016,NorthernNewEngland,organic,1.4,Medium,8519,1,311,0,8207,8207,0,0
13513,2016-08-07,2016,NorthernNewEngland,organic,1.28,Medium,5685,1,245,0,5439,5439,0,0
13514,2016-07-31,2016,NorthernNewEngland,organic,1.1,Medium,4846,1,214,0,4631,4631,0,0
13515,2016-07-24,2016,NorthernNewEngland,organic,1.13,Medium,5882,0,287,0,5595,5589,6,0
13516,2016-07-17,2016,NorthernNewEngland,organic,1.47,Medium,12521,-1,200,0,12322,12322,0,0
13517,2016-07-10,2016,NorthernNewEngland,organic,1.45,Medium,14483,6,145,0,14332,14332,0,0
13518,2016-07-03,2016,NorthernNewEngland,organic,1.33,Medium,29132,1,336,0,28795,28795,0,0
13519,2016-06-26,2016,NorthernNewEngland,organic,1.46,Medium,12472,1,150,0,12321,12321,0,0
13520,2016-06-19,2016,NorthernNewEngland,organic,1.42,Medium,10849,4,145,0,10700,10700,0,0
13521,2016-06-12,2016,NorthernNewEngland,organic,0.99,Low,4574,0,105,0,4469,4469,0,0
13522,2016-06-05,2016,NorthernNewEngland,organic,1.04,Medium,5130,0,184,0,4946,4946,0,0
13523,2016-05-29,2016,NorthernNewEngland,organic,1.19,Medium,4901,3,353,0,4545,4545,0,0
13524,2016-05-22,2016,NorthernNewEngland,organic,1.26,Medium,7646,4,250,0,7392,7392,0,0
13525,2016-05-15,2016,NorthernNewEngland,organic,1.22,Medium,5778,-1,221,0,5558,5558,0,0
13526,2016-05-08,2016,NorthernNewEngland,organic,1.63,Medium,11801,-1,299,0,11503,11503,0,0
13527,2016-05-01,2016,NorthernNewEngland,organic,1.62,Medium,11626,0,128,0,11498,11498,0,0
13528,2016-04-24,2016,NorthernNewEngland,organic,1.69,Medium,13227,1,357,0,12869,12869,0,0
13529,2016-04-17,2016,NorthernNewEngland,organic,1.6,Medium,12342,0,264,0,12078,12078,0,0
13530,2016-04-10,2016,NorthernNewEngland,organic,1.5,Medium,13625,5,276,0,13344,13344,0,0
13531,2016-04-03,2016,NorthernNewEngland,organic,1.61,Medium,8176,1,215,0,7960,7960,0,0
13532,2016-03-27,2016,NorthernNewEngland,organic,1.61,Medium,12855,10,308,0,12537,12537,0,0
13533,2016-03-20,2016,NorthernNewEngland,organic,1.67,Medium,11337,5,424,0,10908,10908,0,0
13534,2016-03-13,2016,NorthernNewEngland,organic,1.63,Medium,10986,6,222,0,10758,10758,0,0
13535,2016-03-06,2016,NorthernNewEngland,organic,1.68,Medium,10184,8,443,0,9733,9733,0,0
13536,2016-02-28,2016,NorthernNewEngland,organic,1.64,Medium,9920,1,357,0,9562,9559,3,0
13537,2016-02-21,2016,NorthernNewEngland,organic,1.64,Medium,9228,1,175,0,9052,9052,0,0
13538,2016-02-14,2016,NorthernNewEngland,organic,1.66,Medium,10159,5,169,0,9985,9985,0,0
13539,2016-02-07,2016,NorthernNewEngland,organic,1.67,Medium,9791,6,201,0,9584,9584,0,0
13540,2016-01-31,2016,NorthernNewEngland,organic,1.65,Medium,9141,3,154,0,8984,8984,0,0
13541,2016-01-24,2016,NorthernNewEngland,organic,1.67,Medium,11214,12,210,0,10992,10992,0,0
13542,2016-01-17,2016,NorthernNewEngland,organic,1.55,Medium,10460,6,249,0,10205,10205,0,0
13543,2016-01-10,2016,NorthernNewEngland,organic,1.66,Medium,10525,16,246,0,10263,10260,3,0
13544,2016-01-03,2016,NorthernNewEngland,organic,1.63,Medium,8937,13,249,0,8675,8675,0,0
13545,2016-12-25,2016,Orlando,organic,1.27,Medium,5602,475,38,0,5089,2864,2225,0
13546,2016-12-18,2016,Orlando,organic,1.26,Medium,5671,457,51,0,5163,3027,2136,0
13547,2016-12-11,2016,Orlando,organic,1.4,Medium,5860,520,33,0,5307,2820,2487,0
13548,2016-12-04,2016,Orlando,organic,1.46,Medium,5321,529,42,0,4750,2107,2643,0
13549,2016-11-27,2016,Orlando,organic,1.47,Medium,4543,471,40,0,4032,1926,2106,0
13550,2016-11-20,2016,Orlando,organic,1.53,Medium,5482,603,45,0,4834,2077,2757,0
13551,2016-11-13,2016,Orlando,organic,1.53,Medium,6791,691,47,0,6053,3137,2916,0
13552,2016-11-06,2016,Orlando,organic,1.56,Medium,6077,851,90,0,5136,1777,3359,0
13553,2016-10-30,2016,Orlando,organic,1.56,Medium,3759,693,201,0,2865,303,2562,0
13554,2016-10-23,2016,Orlando,organic,1.5,Medium,4025,740,54,0,3231,10,3221,0
13555,2016-10-16,2016,Orlando,organic,1.44,Medium,2930,478,51,0,2401,534,1867,0
13556,2016-10-09,2016,Orlando,organic,2.0,Medium,3382,1878,136,0,1368,687,681,0
13557,2016-10-02,2016,Orlando,organic,2.3,High,3773,2849,212,0,712,706,6,0
13558,2016-09-25,2016,Orlando,organic,2.03,High,3985,2264,180,0,1541,1010,531,0
13559,2016-09-18,2016,Orlando,organic,1.4,Medium,7833,1164,72,0,6597,2156,4441,0
13560,2016-09-11,2016,Orlando,organic,1.47,Medium,7565,1322,108,0,6135,2990,3145,0
13561,2016-09-04,2016,Orlando,organic,1.85,Medium,6266,2497,246,0,3523,3500,23,0
13562,2016-08-28,2016,Orlando,organic,1.8,Medium,6295,2354,141,0,3800,3757,43,0
13563,2016-08-21,2016,Orlando,organic,1.85,Medium,6360,2643,177,0,3540,3503,37,0
13564,2016-08-14,2016,Orlando,organic,1.88,Medium,6737,3004,160,0,3573,3530,43,0
13565,2016-08-07,2016,Orlando,organic,1.9,Medium,6741,3068,186,0,3487,3454,33,0
13566,2016-07-31,2016,Orlando,organic,1.84,Medium,7014,3289,135,0,3590,3543,47,0
13567,2016-07-24,2016,Orlando,organic,1.81,Medium,8412,3788,211,0,4413,4380,33,0
13568,2016-07-17,2016,Orlando,organic,1.9,Medium,6346,3282,176,0,2888,2875,13,0
13569,2016-07-10,2016,Orlando,organic,1.53,Medium,9913,2719,222,0,6972,6942,30,0
13570,2016-07-03,2016,Orlando,organic,1.32,Medium,9030,2607,229,0,6194,6171,23,0
13571,2016-06-26,2016,Orlando,organic,1.64,Medium,6955,3803,275,0,2877,2864,13,0
13572,2016-06-19,2016,Orlando,organic,1.51,Medium,6726,2669,340,0,3717,3704,13,0
13573,2016-06-12,2016,Orlando,organic,1.58,Medium,6084,3022,155,0,2907,2880,27,0
13574,2016-06-05,2016,Orlando,organic,1.51,Medium,6377,2655,135,0,3587,3570,17,0
13575,2016-05-29,2016,Orlando,organic,1.47,Medium,7279,2743,99,0,4437,4434,3,0
13576,2016-05-22,2016,Orlando,organic,1.59,Medium,6643,2686,133,0,3824,3824,0,0
13577,2016-05-15,2016,Orlando,organic,1.64,Medium,5419,2355,123,0,2941,2941,0,0
13578,2016-05-08,2016,Orlando,organic,1.68,Medium,5598,2770,154,0,2674,2674,0,0
13579,2016-05-01,2016,Orlando,organic,1.6,Medium,5700,2124,145,0,3431,3431,0,0
13580,2016-04-24,2016,Orlando,organic,1.61,Medium,6014,2375,98,0,3541,3541,0,0
13581,2016-04-17,2016,Orlando,organic,1.64,Medium,5605,2539,160,0,2906,2906,0,0
13582,2016-04-10,2016,Orlando,organic,1.51,Medium,5191,2428,124,0,2639,2639,0,0
13583,2016-04-03,2016,Orlando,organic,1.56,Medium,5755,2989,132,0,2634,2634,0,0
13584,2016-03-27,2016,Orlando,organic,1.6,Medium,5298,2980,111,0,2207,2207,0,0
13585,2016-03-20,2016,Orlando,organic,1.57,Medium,4356,2282,102,0,1972,1972,0,0
13586,2016-03-13,2016,Orlando,organic,1.52,Medium,5651,2735,99,0,2817,2817,0,0
13587,2016-03-06,2016,Orlando,organic,1.74,Medium,3788,2527,84,0,1177,1167,10,0
13588,2016-02-28,2016,Orlando,organic,1.78,Medium,4144,2917,110,0,1117,1110,7,0
13589,2016-02-21,2016,Orlando,organic,1.67,Medium,3725,2172,62,0,1491,1488,3,0
13590,2016-02-14,2016,Orlando,organic,1.69,Medium,4080,2475,48,0,1557,1557,0,0
13591,2016-02-07,2016,Orlando,organic,1.7,Medium,3887,2385,72,0,1430,1430,0,0
13592,2016-01-31,2016,Orlando,organic,1.76,Medium,4059,2811,68,0,1180,1173,7,0
13593,2016-01-24,2016,Orlando,organic,1.59,Medium,4768,2300,58,0,2410,2410,0,0
13594,2016-01-17,2016,Orlando,organic,1.77,Medium,3491,2448,73,0,970,967,3,0
13595,2016-01-10,2016,Orlando,organic,1.75,Medium,3858,2418,60,0,1380,1363,17,0
13596,2016-01-03,2016,Orlando,organic,1.33,Medium,9388,5709,99,0,3580,1437,2143,0
13597,2016-12-25,2016,Philadelphia,organic,1.9,Medium,11377,981,3178,15,7203,7054,149,0
13598,2016-12-18,2016,Philadelphia,organic,1.87,Medium,10811,1455,4382,0,4974,4795,179,0
13599,2016-12-11,2016,Philadelphia,organic,2.04,High,8663,566,2881,2,5214,5214,0,0
13600,2016-12-04,2016,Philadelphia,organic,2.01,High,10386,1180,5084,3,4119,4119,0,0
13601,2016-11-27,2016,Philadelphia,organic,2.18,High,7897,705,3573,9,3610,3509,101,0
13602,2016-11-20,2016,Philadelphia,organic,1.9,Medium,11621,1865,4782,14,4960,4760,200,0
13603,2016-11-13,2016,Philadelphia,organic,2.45,High,6286,930,3350,3,2003,1992,11,0
13604,2016-11-06,2016,Philadelphia,organic,2.32,High,7735,870,2632,0,4233,4214,19,0
13605,2016-10-30,2016,Philadelphia,organic,2.39,High,6532,1021,3824,0,1687,1633,54,0
13606,2016-10-23,2016,Philadelphia,organic,2.06,High,4580,677,2326,0,1577,1554,23,0
13607,2016-10-16,2016,Philadelphia,organic,2.26,High,6276,824,2625,0,2827,2717,110,0
13608,2016-10-09,2016,Philadelphia,organic,2.17,High,6701,868,2915,4,2914,2785,129,0
13609,2016-10-02,2016,Philadelphia,organic,2.23,High,6866,855,2659,0,3352,3228,124,0
13610,2016-09-25,2016,Philadelphia,organic,2.24,High,9521,782,3275,19,5445,5419,26,0
13611,2016-09-18,2016,Philadelphia,organic,2.18,High,12536,765,2809,0,8962,8857,105,0
13612,2016-09-11,2016,Philadelphia,organic,2.08,High,15403,1346,4722,8,9327,9245,82,0
13613,2016-09-04,2016,Philadelphia,organic,2.04,High,12126,1241,4534,39,6312,6312,0,0
13614,2016-08-28,2016,Philadelphia,organic,2.06,High,6321,573,3403,23,2322,2289,33,0
13615,2016-08-21,2016,Philadelphia,organic,1.87,Medium,10605,882,4182,7,5534,5365,169,0
13616,2016-08-14,2016,Philadelphia,organic,2.06,High,6969,863,3718,16,2372,2240,132,0
13617,2016-08-07,2016,Philadelphia,organic,2.04,High,9269,729,3821,4,4715,4647,68,0
13618,2016-07-31,2016,Philadelphia,organic,2.2,High,7432,667,3284,14,3467,3467,0,0
13619,2016-07-24,2016,Philadelphia,organic,2.07,High,7958,625,3548,17,3768,3587,181,0
13620,2016-07-17,2016,Philadelphia,organic,2.16,High,13247,855,4252,21,8119,6665,1454,0
13621,2016-07-10,2016,Philadelphia,organic,2.15,High,10302,1249,4556,25,4472,4062,410,0
13622,2016-07-03,2016,Philadelphia,organic,2.16,High,10437,1028,4846,15,4548,3592,956,0
13623,2016-06-26,2016,Philadelphia,organic,2.16,High,9455,579,3965,29,4882,3662,1220,0
13624,2016-06-19,2016,Philadelphia,organic,2.19,High,10778,595,4221,0,5962,5110,852,0
13625,2016-06-12,2016,Philadelphia,organic,1.85,Medium,9058,939,4044,0,4075,3297,778,0
13626,2016-06-05,2016,Philadelphia,organic,1.91,Medium,9902,401,3389,13,6099,5183,916,0
13627,2016-05-29,2016,Philadelphia,organic,2.07,High,10739,623,3963,5,6148,5230,918,0
13628,2016-05-22,2016,Philadelphia,organic,1.97,Medium,11516,750,4399,9,6358,6251,107,0
13629,2016-05-15,2016,Philadelphia,organic,1.98,Medium,10923,549,3732,166,6476,5473,1003,0
13630,2016-05-08,2016,Philadelphia,organic,1.86,Medium,8515,480,3608,7,4420,3418,1002,0
13631,2016-05-01,2016,Philadelphia,organic,1.87,Medium,13101,1713,3815,2,7571,7401,170,0
13632,2016-04-24,2016,Philadelphia,organic,1.9,Medium,14652,1686,3106,14,9846,9179,667,0
13633,2016-04-17,2016,Philadelphia,organic,1.89,Medium,11964,933,3820,13,7198,6602,596,0
13634,2016-04-10,2016,Philadelphia,organic,1.95,Medium,10788,459,2810,13,7506,5675,1831,0
13635,2016-04-03,2016,Philadelphia,organic,1.81,Medium,13620,831,3208,8,9573,8653,920,0
13636,2016-03-27,2016,Philadelphia,organic,1.95,Medium,10597,466,2659,17,7455,6055,1400,0
13637,2016-03-20,2016,Philadelphia,organic,1.75,Medium,8420,744,3110,15,4551,3438,1113,0
13638,2016-03-13,2016,Philadelphia,organic,1.59,Medium,11341,2153,2873,0,6315,2744,3571,0
13639,2016-03-06,2016,Philadelphia,organic,1.53,Medium,16464,2518,5105,10,8831,1462,7369,0
13640,2016-02-28,2016,Philadelphia,organic,1.62,Medium,13804,1136,4948,4,7716,2276,5440,0
13641,2016-02-21,2016,Philadelphia,organic,1.79,Medium,9168,716,2560,6,5886,1527,4359,0
13642,2016-02-14,2016,Philadelphia,organic,2.07,High,5953,687,2616,23,2627,1144,1483,0
13643,2016-02-07,2016,Philadelphia,organic,1.86,Medium,9387,793,2576,11,6007,1133,4874,0
13644,2016-01-31,2016,Philadelphia,organic,1.53,Medium,11396,439,1843,18,9096,230,8866,0
13645,2016-01-24,2016,Philadelphia,organic,1.81,Medium,11722,372,2326,6,9018,1264,7754,0
13646,2016-01-17,2016,Philadelphia,organic,1.68,Medium,8383,806,1998,33,5546,565,4981,0
13647,2016-01-10,2016,Philadelphia,organic,1.37,Medium,13336,457,2760,9,10110,114,9996,0
13648,2016-01-03,2016,Philadelphia,organic,1.53,Medium,8789,150,1458,0,7181,170,7011,0
13649,2016-12-25,2016,PhoenixTucson,organic,1.85,Medium,8658,2183,3344,0,3131,3116,15,0
13650,2016-12-18,2016,PhoenixTucson,organic,1.83,Medium,6977,1652,2713,0,2612,2609,3,0
13651,2016-12-11,2016,PhoenixTucson,organic,1.83,Medium,8087,1880,3240,0,2967,2916,51,0
13652,2016-12-04,2016,PhoenixTucson,organic,1.96,Medium,7010,2315,3215,0,1480,1469,11,0
13653,2016-11-27,2016,PhoenixTucson,organic,2.01,High,6470,2026,2529,0,1915,1849,66,0
13654,2016-11-20,2016,PhoenixTucson,organic,2.01,High,8076,2130,3053,0,2893,2789,104,0
13655,2016-11-13,2016,PhoenixTucson,organic,1.86,Medium,11447,3177,3130,0,5140,4928,212,0
13656,2016-11-06,2016,PhoenixTucson,organic,2.35,High,8305,3222,3921,0,1162,1049,113,0
13657,2016-10-30,2016,PhoenixTucson,organic,2.62,High,5394,1437,3459,0,498,485,13,0
13658,2016-10-23,2016,PhoenixTucson,organic,2.22,High,6018,2045,2692,0,1281,1219,62,0
13659,2016-10-16,2016,PhoenixTucson,organic,2.04,High,8551,2904,3742,0,1905,1846,59,0
13660,2016-10-09,2016,PhoenixTucson,organic,2.4,High,5963,1750,2997,0,1216,1109,107,0
13661,2016-10-02,2016,PhoenixTucson,organic,2.62,High,5380,1149,3520,0,711,489,222,0
13662,2016-09-25,2016,PhoenixTucson,organic,2.47,High,5578,1536,3148,0,894,844,50,0
13663,2016-09-18,2016,PhoenixTucson,organic,2.13,High,7887,2975,3091,0,1821,1494,327,0
13664,2016-09-11,2016,PhoenixTucson,organic,2.16,High,8839,3683,3192,0,1964,584,1380,0
13665,2016-09-04,2016,PhoenixTucson,organic,2.15,High,8914,3685,3164,0,2065,561,1504,0
13666,2016-08-28,2016,PhoenixTucson,organic,2.18,High,8526,3374,3328,0,1824,443,1381,0
13667,2016-08-21,2016,PhoenixTucson,organic,2.08,High,9184,4112,2937,0,2135,523,1612,0
13668,2016-08-14,2016,PhoenixTucson,organic,2.13,High,9221,3417,3562,0,2242,581,1661,0
13669,2016-08-07,2016,PhoenixTucson,organic,2.13,High,9649,3641,3890,0,2118,434,1684,0
13670,2016-07-31,2016,PhoenixTucson,organic,2.19,High,10363,4127,3944,0,2292,472,1820,0
